,교량명,시도명,시군구명,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량높이
0,진위교,경기도,평택시,37.100899,127.064133,37.101935,127.063864,4.6
1,풍계교,경기도,이천시,37.133443,127.602141,37.13371,127.601766,4.5
2,태평교,경기도,여주시,37.200325,127.545522,37.200578,127.545179,3.0
3,장평교,경기도,이천시,37.225055,127.524158,37.225717,127.523299,4.0
4,풍계교,경기도,이천시,37.149231,127.626386,37.148733,127.626393,7.0
5,덕평교,경기도,여주시,37.169174,127.651686,37.169362,127.651992,4.0
6,궁안교(상),경기도,평택시,37.016898,127.0135,37.017447,127.01814,5.5
7,안양교,경기도,안성시,37.00924000000001,127.21061,37.00901500000001,127.211938,6.2
8,보개교,경기도,안성시,37.012182,127.298276,37.012244,127.299035,3.1
9,고촌육교,경기도,김포시,37.587136,126.792184,37.58732,126.79268700000002,5.1
10,신원교,경기도,이천시,37.291282,127.50988,37.291459,127.510577,5.4
11,길천교,경기도,여주시,37.299263,127.560079,37.29920900000001,127.562075,9.1
12,번천2교,경기도,광주시,37.453328000000006,127.25239,37.45475,127.252398,6.0
13,번천1교,경기도,광주시,37.449014,127.260161,37.449605,127.260576,4.8
14,신곡교,경기도,김포시,37.599955,126.771568,37.599771,126.771829,4.6
15,매상교,경기도,평택시,36.936816,126.891598,36.936666,126.891871,2.5
16,궁안교(하),경기도,평택시,37.01753,127.01833899999998,37.016908,127.013439,10.0
17,신대교,경기도,평택시,37.00418300000001,127.052591,37.000017,127.059734,7.0
18,숙성라멘교,경기도,평택시,37.00648,126.979678,37.006435,126.979849,5.9
19,숙성교,경기도,평택시,37.01066,126.991691,37.010786,126.992034,6.3
20,양복육교,경기도,안성시,37.015933,127.317516,37.015941,127.317631,5.1
21,마전1교,경기도,안성시,37.031917,127.35144,37.032152,127.351739,6.3
22,마전2교,경기도,안성시,37.033474,127.35278999999998,37.033676,127.352915,3.9
23,두현육교,경기도,안성시,37.07262100000001,127.400952,37.072552,127.401297,5.1
24,중마교,경기도,안성시,37.07148,127.407282,37.071441,127.407451,5.6
25,죽산육교,경기도,안성시,37.070162,127.413831,37.070279,127.413283,6.1
26,두원육교,경기도,안성시,37.069891,127.419705,37.069951,127.419843,5.3
27,장원육교,경기도,안성시,37.073244,127.427609,37.073341,127.427705,5.2
28,장원교,경기도,안성시,37.074367,127.428605,37.075162,127.429194,7.2
29,현곡교,경기도,평택시,37.040297,126.934932,37.040468,126.934859,4.9
30,풍무교,경기도,화성시,37.098657,126.90266499999998,37.098779,126.902555,6.6
31,발안교,경기도,화성시,37.134969,126.91143999999998,37.135202,126.911504,5.9
32,송문1교,경기도,용인시 처인구,37.225113,127.262715,37.225074,127.263649,4.5
33,송문2교,경기도,용인시 처인구,37.225011,127.265057,37.225009,127.26591299999998,4.7
34,송문3교,경기도,용인시 처인구,37.22671500000001,127.26999,37.226835,127.270189,4.5
35,양지1교,경기도,용인시 처인구,37.227942,127.272003,37.228326,127.272628,4.5
36,양지2교,경기도,용인시 처인구,37.232453,127.28031,37.2325,127.280589,5.0
37,추계1교,경기도,용인시 처인구,37.255193,127.330032,37.255039,127.331824,8.0
38,추계2교,경기도,용인시 처인구,37.254755,127.33493,37.254597,127.336786,6.0
39,오천교,경기도,이천시,37.254881,127.357189,37.254767,127.357977,5.0
40,유덕교,경기도,화성시,37.173678,126.936618,37.173946,126.936594,4.5
41,둔전육교,경기도,용인시 처인구,37.269407,127.213529,37.269584,127.213543,5.0
42,삼계교,경기도,용인시 처인구,37.278456,127.224528,37.278519,127.22499,5.0
43,포곡육교,경기도,용인시 처인구,37.285068,127.232816,37.285222,127.232937,5.0
44,초현교,경기도,용인시 처인구,37.302904,127.235062,37.303116,127.235119,2.0
45,초부교,경기도,용인시 처인구,37.312474,127.240716,37.31265300000001,127.24076399999998,7.0
46,왕산소교,경기도,용인시 처인구,37.337673,127.24978,37.337884,127.24982,2.3
47,매산교,경기도,광주시,37.355416,127.246295,37.355683,127.24631399999998,2.3
48,양벌육교,경기도,광주시,37.37036,127.244878,37.370727,127.244912,5.0
49,양벌대교,경기도,광주시,37.373321,127.244392,37.375097,127.243486,6.3
50,고산육교,경기도,광주시,37.37790800000001,127.241726,37.378564,127.24093700000002,5.0
51,군하교,경기도,김포시,37.713874,126.54484,37.713365,126.545538,5.0
52,오리교,경기도,김포시,37.706418,126.561331,37.706214,126.56183500000002,7.0
53,평택호대교,경기도,평택시,36.91075900000001,126.908809,36.91552,126.910182,6.5
54,현덕IC교,경기도,평택시,36.917497,126.91078799999998,36.917744,126.910898,5.9
55,현덕교,경기도,평택시,36.953092,126.915695,36.953419,126.916113,5.0
56,안중고가차도,경기도,평택시,36.987967,126.938319,36.993366,126.938362,5.5
57,신원육교,경기도,이천시,37.289793,127.500555,37.289815,127.500869,5.6
58,백록육교,경기도,이천시,37.295042,127.541362,37.295092,127.541606,5.0
59,능서육교,경기도,여주시,37.301329,127.573042,37.301289,127.573345,5.0
60,신궁1육교,경기도,평택시,36.979765,127.072796,36.979652,127.07323,9.4
61,신궁2육교,경기도,평택시,36.978607,127.077545,36.978506,127.07798,7.0
62,평궁교,경기도,평택시,36.977609,127.081367,36.977527,127.08168899999998,9.6
63,안성천2교,경기도,평택시,36.976284,127.090594,36.980175,127.099906,10.0
64,월정육교,경기도,안성시,37.08782,127.465346,37.08785,127.465496,5.0
65,청미교(상),경기도,안성시,37.094972,127.475273,37.0962,127.477121,4.2
66,청미교(하),경기도,안성시,37.094968,127.475268,37.096194,127.477121,4.2
67,행죽교,경기도,이천시,37.102592,127.519308,37.10268,127.519611,5.2
68,행죽육교,경기도,이천시,37.106566,127.534232,37.106577,127.534465,5.3
69,제요교,경기도,이천시,37.11150900000001,127.552918,37.111473,127.553782,4.6
70,제요1교,경기도,이천시,37.110955,127.556468,37.110887,127.556745,8.7
71,대서육교,경기도,이천시,37.108947,127.565709,37.108932,127.565915,7.9
72,계양천교,경기도,김포시,37.609494,126.74017,37.609348,126.740502,4.6
73,후포교,경기도,여주시,37.350688,127.602253,37.350963,127.601577,3.5
74,초현교,경기도,여주시,37.36936,127.584194,37.37002,127.583539,7.0
75,이호대교,경기도,여주시,37.283658,127.674422,37.283641,127.684646,7.0
76,이호육교,경기도,여주시,37.283316,127.690969,37.283289,127.691293,7.0
77,강천육교,경기도,여주시,37.283005,127.694753,37.282979,127.69515,10.0
78,간매육교,경기도,여주시,37.274035,127.711277,37.273947,127.711709,10.0
79,부평교,경기도,여주시,37.273802,127.743269,37.273793,127.743604,6.0
80,한평교,경기도,안성시,37.106555,127.433259,37.107595,127.432782,6.1
81,방초교,경기도,안성시,37.111533,127.429893,37.111849,127.429652,7.0
82,고안육교,경기도,용인시 처인구,37.133822,127.404286,37.13392,127.404157,7.0
83,백봉교,경기도,용인시 처인구,37.135071,127.402497,37.13521,127.40228,7.3
84,원대교,경기도,용인시 처인구,37.155549,127.384865,37.155911,127.38468600000002,9.0
85,백암교,경기도,용인시 처인구,37.167768,127.37896299999998,37.168093,127.378717,5.8
86,근곡교,경기도,용인시 처인구,37.170216,127.364223,37.170229,127.363933,8.2
87,두창육교,경기도,용인시 처인구,37.176113,127.340778,37.176469,127.340402,6.4
88,능교,경기도,용인시 처인구,37.185987,127.330272,37.186126,127.330124,6.2
89,희곡육교,경기도,평택시,36.971234,126.870734,36.971461,126.871233,6.3
90,양지고가차도,경기도,용인시 처인구,37.234072,127.296139,37.235302,127.29821,7.2
91,석근육교,경기도,평택시,36.936761,127.045028,36.936989,127.04506299999998,5.6
92,추팔육교,경기도,평택시,36.966954,127.071085,36.967151,127.071229,5.7
93,내리고가차도,경기도,안성시,37.012191,127.22481299999998,37.013819,127.228847,10.0
94,오산육교,경기도,용인시 처인구,37.330901,127.148311,37.330893,127.148453,5.0
95,양촌교,경기도,용인시 처인구,37.330161,127.155365,37.330191,127.155714,7.3
96,능원교,경기도,용인시 처인구,37.338796,127.171456,37.339159,127.173092,9.3
97,능원육교,경기도,용인시 처인구,37.339463,127.176394,37.33948,127.176732,8.5
98,동림육교,경기도,용인시 처인구,37.340126,127.191157,37.340181,127.191712,8.1
99,문형교,경기도,광주시,37.341953,127.198048,37.342446,127.199271,20.0
100,문형2교,경기도,광주시,37.347343,127.209728,37.347912,127.210876,13.2
101,문형육교,경기도,광주시,37.34867,127.212386,37.348819,127.212707,6.8
102,추자육교,경기도,광주시,37.362241,127.229666,37.362669,127.229894,7.8
103,오포육교,경기도,광주시,37.370704,127.23404,37.37113,127.234276,6.9
104,진암교,경기도,이천시,37.105885,127.613184,37.106215,127.612851,4.7
105,진암1교,경기도,이천시,37.11466400000001,127.605492,37.115055,127.60538400000002,7.7
106,진암2교,경기도,이천시,37.116048,127.605194,37.116349,127.605159,5.6
107,진암3교,경기도,이천시,37.115467,127.606889,37.114598,127.607135,7.1
108,제암육교,경기도,화성시,37.117477,126.900494,37.117926,126.900446,7.9
109,발안교,경기도,화성시,37.124115,126.898918,37.12582800000001,126.898398,4.5
110,제암1육교,경기도,화성시,37.12800900000001,126.897751,37.128272,126.897662,6.8
111,발안1육교,경기도,화성시,37.133418,126.895848,37.133647,126.895754,6.9
112,지월육교,경기도,화성시,37.143457,126.892568,37.143727,126.89249,6.4
113,구장육교,경기도,화성시,37.154231,126.891905,37.154502,126.891851,6.2
114,팔탄육교,경기도,화성시,37.169333,126.890498,37.169688,126.890359,8.1
115,자안교,경기도,화성시,37.194605,126.879201,37.194964,126.879112,8.0
116,자안1육교,경기도,화성시,37.197673,126.878777,37.197957,126.878756,9.0
117,자안2육교,경기도,화성시,37.200035,126.878684,37.200435,126.878673,7.7
118,양노육교,경기도,화성시,37.216463,126.872888,37.216595,126.872888,7.8
119,양노1육교,경기도,화성시,37.223317,126.875712,37.223531,126.875835,7.6
120,양노2육교,경기도,화성시,37.226713,126.877398,37.226845,126.877457,7.4
121,쌍학1육교,경기도,화성시,37.243679,126.890021,37.243997,126.890249,5.1
122,쌍학1교,경기도,화성시,37.244267,126.890433,37.244545,126.890615,7.0
123,쌍학2교,경기도,화성시,37.244389,126.890336,37.244626,126.8905,4.0
124,쌍학2육교,경기도,화성시,37.246503,126.891943,37.247543,126.892685,5.3
125,쌍학3육교,경기도,화성시,37.248452,126.893294,37.24885,126.893576,4.5
126,숙곡교,경기도,화성시,37.25114,126.895273,37.251693,126.895764,8.5
127,야목육교,경기도,화성시,37.253836,126.898001,37.254449,126.898658,5.9
128,율암육교,경기도,화성시,37.155364,126.891721,37.155848,126.891614,9.1
129,향산교,경기도,김포시,37.619238,126.740559,37.619106,126.740677,4.8
130,태리IC육교(상),경기도,김포시,37.610553,126.741227,37.610236,126.741393,4.8
131,태리IC육교(하),경기도,김포시,37.610519,126.741082,37.610184,126.741235,4.8
132,태리IC램프A교,경기도,김포시,37.610344,126.740132,37.610365,126.740593,5.9
133,태리IC램프D교,경기도,김포시,37.610502,126.740092,37.610969,126.740704,8.5
134,장곡IC육교,경기도,김포시,37.60612,126.74756,37.606494,126.747753,10.5
135,천둥IC육교,경기도,김포시,37.603792,126.762095,37.604259000000006,126.762219,10.5
136,모산고가차도,경기도,안성시,37.020483,127.241802,37.021453,127.243246,7.2
137,오천교차1교,경기도,이천시,37.254504,127.362648,37.254504,127.3629,5.9
138,오천교차2교,경기도,이천시,37.254634,127.362631,37.254656,127.362883,5.9
139,이치1교,경기도,이천시,37.254525,127.380106,37.254444,127.381055,10.5
140,이치2교,경기도,이천시,37.254136,127.38501200000002,37.254119,127.385535,7.1
141,도드람교차교,경기도,이천시,37.254287,127.389867,37.254344,127.390342,7.3
142,설서교,경기도,이천시,37.25565,127.402315,37.255605,127.402624,4.8
143,유산교차교,경기도,이천시,37.245482,127.44,37.245614,127.440328,6.8
144,유산1교,경기도,이천시,37.248507,127.445159,37.248752,127.445505,7.3
145,유산2교,경기도,이천시,37.24978400000001,127.446942,37.251261,127.449034,6.0
146,복하IC교,경기도,이천시,37.265618,127.46228700000002,37.266523,127.463016,7.2
147,장서육교,경기도,안성시,37.107406,127.218519,37.108311,127.218481,7.2
148,이동교(상),경기도,안성시,37.109895,127.2181,37.110849,127.217413,6.7
149,이동교(하),경기도,안성시,37.10984600000001,127.217919,37.110768,127.217249,6.7
150,묘봉교(상),경기도,용인시 처인구,37.122334,127.213502,37.12402,127.213575,10.0
151,묘봉교(하),경기도,용인시 처인구,37.122366,127.21339,37.12403,127.213473,10.0
152,묘봉육교,경기도,용인시 처인구,37.1267,127.213325,37.126967,127.213309,10.0
153,요덕교,경기도,용인시 처인구,37.135722,127.210594,37.136724,127.209438,24.3
154,송전1교,경기도,용인시 처인구,37.143455,127.201285,37.143908,127.201097,13.6
155,송전육교,경기도,용인시 처인구,37.145071,127.200929,37.145877,127.201039,14.3
156,비룡1교,경기도,용인시 처인구,37.15324,127.204837,37.153423,127.204899,10.0
157,비룡2교,경기도,용인시 처인구,37.154595,127.205333,37.155634,127.205717,12.7
158,시미육교,경기도,용인시 처인구,37.16058,127.206492,37.161392,127.20641,7.0
159,원덕성교,경기도,용인시 처인구,37.166743,127.205245,37.166921,127.205196,10.0
160,덕성1교,경기도,용인시 처인구,37.17445900000001,127.203536,37.175517,127.203303,10.0
161,덕성육교,경기도,용인시 처인구,37.178724,127.202845,37.179532,127.202757,14.8
162,덕성2교,경기도,용인시 처인구,37.182636,127.202397,37.186219,127.20159,28.6
163,원천육교,경기도,용인시 처인구,37.19476,127.199678,37.197123,127.200375,24.7
164,원천교,경기도,용인시 처인구,37.195769,127.199617,37.196149,127.199668,8.1
165,원촌교,경기도,용인시 처인구,37.204686,127.202758,37.206513,127.203391,21.2
166,개월3교,경기도,화성시,37.088565,126.942286,37.088678,126.942275,2.3
167,청용교,경기도,안성시,37.033162,127.138817,37.034092,127.141569,16.2
168,칠곡교,경기도,안성시,37.041575,127.15439,37.043474,127.156215,21.3
169,동항교,경기도,안성시,37.070489,127.19048,37.070848,127.195308,23.6
170,양성교(상),경기도,안성시,37.071236,127.200949,37.071465,127.203776,10.8
171,양성교(하),경기도,안성시,37.071357,127.200876,37.071575,127.203698,10.7
172,도곡2교,경기도,안성시,37.086113,127.209803,37.087187,127.209805,9.6
173,고덕교,경기도,평택시,37.009423,127.043447,37.009836,127.043817,5.0
174,궁논교,경기도,평택시,37.013112,127.046694,37.01332,127.046881,11.8
175,방축교,경기도,평택시,37.014508,127.04788700000002,37.014789,127.048174,5.0
176,칠곡1교,경기도,안성시,37.053099,127.163763,37.053258,127.163843,9.7
177,양성1교,경기도,안성시,37.072208,127.207382,37.072405,127.207854,7.5
178,도곡교(상),경기도,안성시,37.073242,127.209207,37.073719,127.209733,7.1
179,도곡교(하),경기도,안성시,37.073304,127.209199,37.073789,127.209703,7.1
180,도곡1교,경기도,안성시,37.078407,127.21088799999998,37.078681,127.210853,7.2
181,이현교,경기도,안성시,37.090064,127.210807,37.09022,127.210922,10.9
182,구장1교,경기도,화성시,37.156974,126.909774,37.156649,126.911115,9.0
183,구장3교,경기도,화성시,37.156589,126.897994,37.156998,126.899413,15.0
184,가재육교,경기도,화성시,37.149031,126.921867,37.1488,126.922312,8.0
185,구장2교,경기도,화성시,37.157556,126.901391,37.157783,126.902163,7.0
186,남양대교,경기도,화성시,37.009571,126.817523,37.019217,126.8107,13.3
187,향산2교(상),경기도,김포시,37.621575,126.738711,37.620012,126.74003,9.3
188,향산1교,경기도,김포시,37.622907,126.737427,37.623122,126.737237,6.5
189,고촌교,경기도,김포시,37.63163,126.72898899999998,37.631413,126.729413,5.2
190,향산2교(하),경기도,김포시,37.621438,126.73862,37.619875,126.73995,9.2
191,영릉육교,경기도,여주시,37.29644,127.615019,37.298343,127.612739,8.6
192,영릉2교(상),경기도,여주시,37.300044,127.616358,37.300562,127.61669,7.9
193,영릉2교(하),경기도,여주시,37.300029,127.616186,37.300532,127.61651299999998,7.9
194,월송육교,경기도,여주시,37.28896500000001,127.615321,37.289125,127.61593,8.4
195,영릉1교,경기도,여주시,37.299555,127.615965,37.299702,127.616053,5.9
196,영릉IC교,경기도,여주시,37.297536,127.614779,37.297775,127.614908,11.0
197,영릉3교,경기도,여주시,37.301304,127.617067,37.301545,127.617227,5.3
198,가산IC교,경기도,여주시,37.344419,127.61911200000002,37.344632,127.618819,11.0
199,가산교,경기도,여주시,37.341758,127.62173500000002,37.342353,127.62122,5.0
200,금의교,경기도,화성시,37.108549,126.816827,37.10877,126.81702,4.5
201,석포1교,경기도,화성시,37.123578,126.83236200000002,37.123689,126.832566,5.0
202,석포2교,경기도,화성시,37.125036,126.835146,37.125245,126.835602,5.0
203,석포3교,경기도,화성시,37.125631,126.836583,37.125785,126.837063,7.0
204,서근교,경기도,화성시,37.12853,126.850122,37.12860300000001,126.850476,5.3
205,덕우1교,경기도,화성시,37.133514,126.856414,37.133648,126.85649,4.7
206,덕우2교,경기도,화성시,37.140685,126.861008,37.140913,126.861207,4.8
207,덕천교,경기도,화성시,37.1511,126.870429,37.151353,126.870831,4.5
208,동방대교,경기도,화성시,37.144586,126.864174,37.148007,126.866502,10.0
209,율암교,경기도,화성시,37.155858,126.887537,37.155818,126.888017,5.7
210,율암1교,경기도,화성시,37.154452,126.890868,37.154122,126.891383,5.0
211,율암2교,경기도,화성시,37.1543,126.892612,37.154668,126.892964,6.0
212,멱우1교,경기도,화성시,37.103113,126.811954,37.103342,126.812158,8.4
213,멱우교,경기도,화성시,37.094567,126.805377,37.096886,126.806761,5.4
214,조암교,경기도,화성시,37.079208,126.798023,37.08009000000001,126.798291,5.6
215,봉화교,경기도,화성시,37.065809,126.799416,37.066091,126.799419,7.8
216,상봉육교,경기도,용인시 처인구,37.146735,127.387422,37.147276,127.38734,5.0
217,기산1교(상),경기도,화성시,37.218957,127.043095,37.219087,127.044361,4.5
218,기산1교(하),경기도,화성시,37.218836,127.043379,37.219005,127.044548,4.5
219,기산2교,경기도,화성시,37.219453,127.045383,37.219534,127.045533,5.0
220,한반교,경기도,화성시,37.2288,127.049748,37.229148,127.049984,5.0
221,김포아라대교,경기도,김포시,37.594085,126.780905,37.591194,126.785926,16.8
222,가재교,경기도,화성시,37.147726,126.924319,37.147937,126.924496,5.0
223,하가등천교,경기도,화성시,37.13552,126.912199,37.135462,126.912524,4.1
224,도이교,경기도,화성시,37.137839,126.93088600000002,37.138097,126.930892,8.0
225,도이IC교(행정IC교),경기도,화성시,37.135218,126.930907,37.134517,126.930939,6.7
226,도이IC램프A교(행정IC램프A교),경기도,화성시,37.135491,126.929328,37.133614,126.931485,5.4
227,행정교,경기도,화성시,37.130695,126.930691,37.130361,126.930637,5.3
228,자치울교(2+760라멘교),경기도,화성시,37.126386,126.930109,37.126069,126.930063,5.0
229,방축교,경기도,화성시,37.120297,126.929194,37.119814,126.929047,5.2
230,향남IC교,경기도,화성시,37.111821,126.926402,37.111137,126.926134,5.6
231,향남교,경기도,화성시,37.10658400000001,126.924654,37.105977,126.924504,4.7
232,요당교,경기도,화성시,37.076182,126.920029,37.076416,126.920175,4.8
233,요당IC 1교,경기도,화성시,37.072763,126.914421,37.072849,126.91456399999998,5.3
234,요당IC 육교,경기도,화성시,37.072429,126.913803,37.072506,126.913972,5.5
235,요당IC 2교,경기도,화성시,37.071895,126.912972,37.07208,126.913244,5.0
236,요당IC RAMP-A교,경기도,화성시,37.07187,126.913151,37.072158,126.913146,6.0
237,요당IC Ramp-B교,경기도,화성시,37.071605,126.91476000000002,37.071768,126.914805,5.0
238,황구지천교(상),경기도,화성시,37.200342,127.022078,37.202936,127.02423600000002,5.0
239,황구지천교(하),경기도,화성시,37.202486,127.024016,37.200288,127.02219,10.0
240,진안1육교(상),경기도,화성시,37.206882,127.027104,37.21037800000001,127.028795,8.0
241,진안1육교(하),경기도,화성시,37.21036,127.028885,37.206756,127.027149,8.0
242,대쌍교(상),경기도,광주시,37.382876,127.286104,37.383959,127.282821,24.1
243,대쌍교(하),경기도,광주시,37.382561,127.285922,37.383635,127.28248899999998,24.1
244,쌍동IC교(상),경기도,광주시,37.380735,127.295159,37.381176,127.293459,10.0
245,쌍동IC교(하),경기도,광주시,37.380547,127.295261,37.381007,127.293574,10.0
246,쌍동IC RAMP-B교,경기도,광주시,37.380451,127.29497,37.380807,127.294001,7.8
247,쌍동IC RAMP-E교,경기도,광주시,37.381221,127.294516,37.381557,127.293135,10.9
248,곤지암천교(하),경기도,광주시,37.378599,127.300195,37.37946,127.298478,20.0
249,곤지암천교(상),경기도,광주시,37.378448,127.300125,37.379339,127.298384,21.3
250,경안대교(상),경기도,광주시,37.39131,127.25733,37.392554,127.242074,20.0
251,경안대교(하),경기도,광주시,37.390994,127.257191,37.392392,127.242063,20.0
252,고촌램프D육교,경기도,김포시,37.586325,126.793266,37.586575,126.794562,7.0
253,선돌교,경기도,여주시,37.215187,127.667541,37.215331,127.667536,7.0
254,청안1교,경기도,여주시,37.205765,127.667707,37.205902,127.66775,4.0
255,청안2교,경기도,여주시,37.202904,127.66643899999998,37.203215,127.666572,5.0
256,점동교(상),경기도,여주시,37.195467,127.663135,37.199133,127.664798,10.0
257,덕평1교,경기도,여주시,37.18232800000001,127.662858,37.182418,127.662848,7.0
258,점동교(하),경기도,여주시,37.199227,127.664605,37.19557800000001,127.662985,5.0
259,화산1교,경기도,화성시,37.199389,127.001507,37.199199,127.001904,4.0
260,화산2교(상),경기도,화성시,37.197314,127.005809,37.197194,127.00606,5.0
261,화산3교(상),경기도,화성시,37.196838,127.006643,37.196642,127.007037,4.7
262,화산2교(하),경기도,화성시,37.197206,127.006077,37.197366,127.005759,5.0
263,화산3교(하),경기도,화성시,37.196735,127.007068,37.196947,127.006693,4.0
264,보통1교(상),경기도,화성시,37.197515,126.964293,37.197615,126.964754,6.0
265,보통1교(하),경기도,화성시,37.197623,126.964765,37.197512,126.964307,6.0
266,보통2교(상),경기도,화성시,37.197566,126.967725,37.19756,126.968036,4.0
267,보통2교(하),경기도,화성시,37.197554,126.968016,37.197591,126.967753,4.0
268,보통3교(하),경기도,화성시,37.197502,126.969849,37.19753,126.969307,5.0
269,보통3교(상),경기도,화성시,37.197441,126.969899,37.197483,126.96933,5.0
270,만년교(상),경기도,화성시,37.195181,127.010691,37.19513900000001,127.011807,5.0
271,왕림교(상),경기도,화성시,37.192521,126.940354,37.192442,126.940805,4.0
272,보통 RAMPC교,경기도,화성시,37.197264,126.969604,37.197257,126.970148,5.0
273,보통 RAMPD교,경기도,화성시,37.197574,126.969727,37.197644,126.969177,5.0
274,수기1교(상),경기도,화성시,37.19863,126.980733,37.198677,126.980911,5.0
275,수기2교(상),경기도,화성시,37.20001,126.989175,37.2001,126.99038,6.0
276,만년교(하),경기도,화성시,37.19531,127.011802,37.195386,127.010707,4.0
277,수기1교(하),경기도,화성시,37.198761,126.980871,37.198718,126.980691,5.0
278,왕림교(하),경기도,화성시,37.192641,126.940824,37.192676,126.940494,4.0
279,수기2교(하),경기도,화성시,37.200118,126.990409,37.200037,126.98922,7.0
280,매산교,경기도,안성시,37.08792,127.436674,37.088102,127.436636,6.0
281,죽산1교(상),경기도,안성시,37.078102,127.43469,37.081535,127.4348,6.0
282,죽산1교(하),경기도,안성시,37.081571,127.434676,37.077985,127.434588,6.0
283,RAMP-D교,경기도,안성시,37.079045,127.434392,37.077981,127.434577,5.0
284,RAMP-A교,경기도,안성시,37.078345,127.434883,37.080048,127.434724,6.0
285,장원1교,경기도,안성시,37.071211,127.438736,37.071487,127.438548,8.0
286,용설1교,경기도,안성시,37.046442,127.438084,37.04770900000001,127.438298,11.0
287,용설2교,경기도,안성시,37.057256,127.440229,37.057873,127.440659,7.0
288,용설3교,경기도,안성시,37.059035,127.440862,37.060264,127.441286,7.0
289,당목교,경기도,안성시,37.034763,127.441603,37.035088,127.441313,9.0
290,두교1교(상),경기도,안성시,37.012862,127.436594,37.014133,127.436607,6.0
291,두교1교(하),경기도,안성시,37.014051,127.436603,37.012929,127.436582,7.0
292,두교2교,경기도,안성시,37.016934,127.43773,37.017208,127.437912,9.0
293,두교3교(상),경기도,안성시,37.018831,127.439103,37.020544,127.440272,7.0
294,두교3교(하),경기도,안성시,37.020788,127.440197,37.019135,127.439017,7.0
295,두교4교,경기도,안성시,37.021577,127.440841,37.021701,127.440964,6.0
296,죽산2교,경기도,안성시,37.080772,127.435282,37.080953,127.436244,6.0
297,누산교,경기도,김포시,37.671906,126.640559,37.671563,126.641196,4.0
298,마송IC교,경기도,김포시,37.684904,126.607974,37.68484,126.608201,5.0
299,칠곡육교,경기도,안성시,37.053092,127.163909,37.053238,127.164016,5.0
300,천서교,경기도,여주시,37.395638,127.55092,37.395776,127.550774,3.5
301,신대IC교,경기도,평택시,36.942038,126.99203,36.942344,126.991996,8.0
302,팽성교,경기도,평택시,36.951594,126.990855,36.951772,126.990805,9.1
303,팽성IC교,경기도,평택시,36.954117,126.989564,36.954322,126.989415,8.9
304,평택대교,경기도,평택시,36.957766,126.98565,36.962792,126.974151,23.6
305,삼정교,경기도,평택시,36.966721,126.96815,36.966854,126.968035,6.5
306,길음1교,경기도,평택시,36.975105,126.964415,36.975217,126.964376,6.6
307,길음2교,경기도,평택시,36.979673,126.96331,36.979914,126.963307,5.0
308,길음IC교,경기도,평택시,36.982334,126.963687,36.982642,126.963783,5.0
309,미촌교,경기도,평택시,36.986574,126.966544,36.986772,126.966771,5.0
310,길음교,경기도,평택시,36.987016,126.96706,36.987462,126.967678,5.0
311,당거교,경기도,평택시,36.988544,126.969391,36.988701,126.969649,5.0
312,숙성1교,경기도,평택시,36.991645,126.974579,36.99205900000001,126.975287,5.0
313,숙성2교,경기도,평택시,36.992776,126.976522,36.992979,126.976809,5.0
314,숙성3교,경기도,평택시,36.996911,126.983166,36.997068,126.983379,4.5
315,숙성4교,경기도,평택시,37.001074,126.987148,37.001221,126.987232,5.0
316,오성1교,경기도,평택시,37.007856,126.98891299999998,37.007955,126.988919,5.0
317,오성2교,경기도,평택시,37.008934,126.988871,37.009871,126.988646,5.0
318,교포천교,경기도,평택시,37.012088,126.987921,37.012552,126.987696,7.0
319,오성IC교,경기도,평택시,37.014685,126.986465,37.014964,126.98635,5.0
320,고촌고가교,경기도,김포시,37.584322,126.782793,37.586008,126.78854,8.0
321,신원4교,경기도,이천시,37.29580900000001,127.518006,37.296174,127.517475,0.0
322,응암 RAMP-C교,경기도,이천시,37.237789,127.520077,37.235761,127.518299,0.0
323,응암 RAMP-B교,경기도,이천시,37.237866,127.52048,37.23571,127.518933,0.0
324,응암2교,경기도,이천시,37.234188,127.517478,37.234405,127.51761,0.0
325,응암1교,경기도,이천시,37.235579,127.518232,37.235448,127.518578,0.0
326,가산교,경기도,이천시,37.241615,127.523312,37.242711,127.524125,0.0
327,송온교,경기도,이천시,37.252655,127.523736,37.252119,127.523881,0.0
328,월양천교,경기도,이천시,37.254923,127.523342,37.254211,127.523444,0.0
329,수정교,경기도,이천시,37.267836,127.524491,37.267753000000006,127.524479,0.0
330,죽당1교,경기도,이천시,37.28243,127.525755,37.281874,127.525822,0.0
331,부발 RAMP-B교,경기도,이천시,37.288643,127.523695,37.288864,127.52411200000002,0.0
332,부발교,경기도,이천시,37.292632,127.521314,37.292392,127.521526,0.0
333,고사천교,경기도,이천시,37.29696,127.516336,37.297212,127.515957,0.0
334,신원3교,경기도,이천시,37.298674,127.513455,37.299078,127.512643,0.0
335,신원2교,경기도,이천시,37.302463,127.506462,37.302297,127.506819,0.0
336,신원1교,경기도,이천시,37.302902,127.50558,37.304445,127.502872,0.0
337,우곡교,경기도,이천시,37.30631,127.499336,37.306091,127.499825,0.0
338,도지2교,경기도,이천시,37.307264,127.491475,37.307189,127.49095,0.0
339,도지1교,경기도,이천시,37.30666,127.48048500000002,37.30670300000001,127.479836,0.0
