교량명,도로노선명,시도명,시군구명,시군구코드,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량높이
아천IC Ramp-K,시도,경기도,구리시,41310,경기도 구리시 아천동,37.575717,127.123687,37.575279,127.125027,5
아천IC Ramp-B,시도,경기도,구리시,41310,경기도 구리시 아천동,37.5723,127.126394,37.573499,127.128965,5
아천IC Ramp-C,시도,경기도,구리시,41310,경기도 구리시 아천동,37.57206,127.12732,37.571386,127.129809,0
마치교,일반국도46호선,경기도,남양주시,41360,경기도 남양주시 화도읍 묵현리,37.656168,127.288817,37.656118,127.289276,5
마석교,일반국도46호선,경기도,남양주시,41360,경기도 남양주시 화도읍 마석우리,37.65093,127.307112,37.650925,127.306562,4
백월육교,일반국도46호선,경기도,남양주시,41360,경기도 남양주시 화도읍 금남리,37.613387,127.34061,37.613486,127.340607,7
금교,일반국도6호선,경기도,남양주시,41360,경기도 남양주시 일패동,37.608607,127.184462,37.608712,127.183851,5
내각교,일반국도47호선,경기도,남양주시,41360,경기도 남양주시 진접읍 내각리,37.702357,127.165027,37.70263,127.165365,2.5
광릉교,시도,경기도,남양주시,41360,경기도 남양주시 진접읍 부평리,37.744275,127.200391,37.74445,127.200797,4
광암교,시도,경기도,남양주시,41360,경기도 남양주시 화도읍 차산리,37.633129,127.304407,37.633375,127.304357,3
덕소2교,시도,경기도,남양주시,41360,경기도 남양주시 와부읍 덕소리,37.582219,127.214421,37.582494,127.214009,7
도농2교,시도,경기도,남양주시,41360,경기도 남양주시 도농동,0,0,0,0,13.2
도농3교,시도,경기도,남양주시,41360,경기도 남양주시 도농동,0,0,0,0,13.2
도농I/C제1육교,시도,경기도,남양주시,41360,경기도 남양주시 일패동,37.61366,127.178308,37.614374,127.176769,23.6
도농I/C제2육교,시도,경기도,남양주시,41360,경기도 남양주시 일패동,37.612874,127.179835,37.613461,127.178681,15.4
도농RAMP-B육교,시도,경기도,남양주시,41360,경기도 남양주시 일패동,37.615844,127.173137,37.61552,127.178754,13
부평교,시도,경기도,남양주시,41360,경기도 남양주시 진접읍 부평리,37.740498,127.19673,37.74049,127.195737,6
부평교,시도,경기도,남양주시,41360,경기도 남양주시 진접읍 부평리,37.745344,127.200952,37.74559,127.200908,2
송능교,시도,경기도,남양주시,41360,경기도 남양주시 진건읍 송능리,37.642694,127.199945,37.642868,127.199571,4
신월문교,시도,경기도,남양주시,41360,경기도 남양주시 와부읍 월문리,37.591172,127.229031,37.591513,127.228689,6
신율석교,시도,경기도,남양주시,41360,경기도 남양주시 와부읍 율석리,37.603107,127.211503,37.603686,127.211202,4
용암교,시도,경기도,남양주시,41360,경기도 남양주시 별내면 용암리,37.728027,127.133366,37.728203,127.133298,3
임송교,시도,경기도,남양주시,41360,경기도 남양주시 진접읍 내곡리,37.671141,127.154047,37.671746,127.15313,6
진벌4교,시도,경기도,남양주시,41360,경기도 남양주시 진접읍 진벌리,37.744944,127.209968,37.745037,127.209597,4
청학1교,시도,경기도,남양주시,41360,경기도 남양주시 별내면 청학리,37.705659,127.121742,37.706052,127.121255,4
팔야교,시도,경기도,남양주시,41360,경기도 남양주시 진접읍 팔야리,37.745215,127.210607,37.745351,127.21008,3.9
평촌교,시도,경기도,남양주시,41360,경기도 남양주시 진접읍 부평리,37.752453,127.198166,37.753243,127.197487,3
학림1교,시도,경기도,남양주시,41360,경기도 남양주시 진접읍 팔야리,37.749827,127.22115,37.749703,127.220747,5
학림교,시도,경기도,남양주시,41360,경기도 남양주시 진접읍 팔야리,37.747976,127.219307,37.748143,127.219443,3
오남교,지방도383호선,경기도,남양주시,41360,경기도 남양주시 오남읍 오남리,37.693446,127.214488,37.693707,127.214335,2
용암천교,시도,경기도,남양주시,41360,경기도 남양주시 별내동,37.642105,127.129456,37.641728,127.128204,15
삼봉2교,시도,경기도,남양주시,41360,경기도 남양주시 조안면 삼봉리,37.594504,127.314546,37.594653,127.314466,5
광전고가차도,시도,경기도,남양주시,41360,경기도 남양주시 별내동,37.663567,127.129267,37.663581,127.128201,5
봉두메교,국가지원지방도86호선,경기도,남양주시,41360,경기도 남양주시 일패동,37.612232,127.187071,37.611966,127.187179,5
진관교,국가지원지방도86호선,경기도,남양주시,41360,경기도 남양주시 퇴계원읍 퇴계원리,37.649976,127.151448,37.650244,127.152972,5
부평리 258-108,시도,경기도,남양주시,41360,경기도 남양주시 진접읍 부평리,37.747451,127.188482,37.747603,127.188758,0
은계대교,일반국도1호선,경기도,오산시,41370,경기도 오산시 은계동,0,0,0,0,6.5
갈곶육교,지방도314호선,경기도,오산시,41370,경기도 오산시 갈곶동,37.135497,127.064242,37.135848,127.066291,7
금오대교,시도,경기도,오산시,41370,경기도 오산시 은계동,37.160806,127.076961,37.161601,127.075877,6
남촌대교,국가지원지방도82호선,경기도,오산시,41370,경기도 오산시 청학동,0,0,0,0,5
오산대교,시도,경기도,오산시,41370,경기도 오산시 오산동,37.154874,127.068356,37.156024,127.067815,5
운암고가교,시도,경기도,오산시,41370,경기도 오산시 부산동,37.156674,127.082035,37.160889,127.083923,7
원동고가교,시도,경기도,오산시,41370,경기도 오산시 원동,37.141147,127.078265,37.145432,127.078211,6.5
두곡1교,시도,경기도,오산시,41370,경기도 오산시 탑동,37.134171,127.055,37.134193,127.055429,4
탑동대교,시도,경기도,오산시,41370,경기도 오산시 누읍동,37.134157,127.056346,37.134157,127.059984,9
세교1교,시도,경기도,오산시,41370,경기도 오산시 세교동,37.185491,127.038364,37.186824,127.037731,4.5
세교2교,시도,경기도,오산시,41370,경기도 오산시 세교동,37.169783,127.041513,37.170818,127.041518,4.5
서랑1교,시도,경기도,오산시,41370,경기도 오산시 서랑동,37.173469,127.009301,37.173382,127.009329,0
은행2육교,일반국도39호선,경기도,시흥시,41390,경기도 시흥시 신천동,0,0,0,0,9
신천교,일반국도42호선,경기도,시흥시,41390,경기도 시흥시 신천동,37.439976,126.786416,37.439806,126.786733,4
포리1교,일반국도39호선,경기도,안산시 단원구,41273,경기도 안산시 단원구 성곡동,37.408033,126.789115,37.408485,126.788879,7.3
가학2교,시도,경기도,광명시,41210,경기도 광명시 가학동,0,0,0,0,4
군자1교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,4
군자2교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,3.5
군자3교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,5.5
군자4교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,5.5
군자5교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,4
군자6교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,4
군자보차도1교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,3.8
군자보차도2교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,3.8
달월교,시도,경기도,시흥시,41390,경기도 시흥시 월곶동,0,0,0,0,3.4
둔대교,시도,경기도,시흥시,41390,경기도 시흥시 하중동,0,0,0,0,10.2
물왕교,시도,경기도,시흥시,41390,경기도 시흥시 물왕동,0,0,0,0,11
방산교,시도,경기도,시흥시,41390,경기도 시흥시 신천동,0,0,0,0,4
방산대교,시도,경기도,시흥시,41390,경기도 시흥시 방산동,0,0,0,0,10
벽산교,시도,경기도,시흥시,41390,경기도 시흥시 대야동,0,0,0,0,4.5
사천교,시도,경기도,시흥시,41390,경기도 시흥시 신천동,0,0,0,0,4
상곡교,시도,경기도,시흥시,41390,경기도 시흥시 하중동,0,0,0,0,2.3
소래대교,일반국도77호선,경기도,시흥시,41390,경기도 시흥시 월곶동,37.396682,126.742204,37.40108,126.740337,7.9
시흥1교,시도,경기도,시흥시,41390,경기도 시흥시 죽율동,0,0,0,0,5.5
시흥3교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,5.5
시흥공단교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,5.5
신천1교,시도,경기도,시흥시,41390,경기도 시흥시 신천동,0,0,0,0,4
신천2교,시도,경기도,시흥시,41390,경기도 시흥시 신천동,0,0,0,0,4
신천고가교,시도,경기도,시흥시,41390,경기도 시흥시 신천동,0,0,0,0,4.9
연성1교,시도,경기도,시흥시,41390,경기도 시흥시 하중동,0,0,0,0,7.5
연성2교,시도,경기도,시흥시,41390,경기도 시흥시 하중동,0,0,0,0,7.5
옥구1교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,4
옥구2교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,3.8
옥구3교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,4
옥구4교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,4
옥구5교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,4
옥구6교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,4
옥구고가교,일반국도77호선,경기도,시흥시,41390,경기도 시흥시 정왕동,37.356019,126.716436,37.360044,126.720234,5
옥구보차도1교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,3.8
월곶대교,시도,경기도,시흥시,41390,경기도 시흥시 월곶동,37.386715,126.743874,37.386613,126.744169,4.5
은행1육교,시도,경기도,시흥시,41390,경기도 시흥시 은행동,0,0,0,0,7
장곡교,시도,경기도,시흥시,41390,경기도 시흥시 하중동,0,0,0,0,8.5
장현교,시도,경기도,시흥시,41390,경기도 시흥시 하중동,0,0,0,0,8.8
정왕1교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,3.5
정왕2교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,6.5
정왕3교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,6.5
정왕4교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,5.5
정왕5교,시도,경기도,안산시 단원구,41273,경기도 안산시 단원구 성곡동,37.326163,126.734929,37.325994,126.735197,5.5
정왕6교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,5.5
정왕7교,일반국도77호선,경기도,안산시 단원구,41273,경기도 안산시 단원구 성곡동,37.318644,126.728074,37.318821,126.727798,5
정왕8교,시도,경기도,시흥시,41390,경기도 시흥시 정왕동,0,0,0,0,5
포리1교,시도,경기도,시흥시,41390,경기도 시흥시 미산동,0,0,0,0,4
포리2교,일반국도39호선,경기도,시흥시,41390,경기도 시흥시 미산동,37.40475,126.790178,37.404961,126.79011,4
포리교(구),시도,경기도,시흥시,41390,경기도 시흥시 미산동,37.408121,126.788673,37.408346,126.788625,4
하중1육교,일반국도39호선,경기도,시흥시,41390,경기도 시흥시 하중동,37.392943,126.801596,37.39313,126.801486,5
하중2교,일반국도39호선,경기도,시흥시,41390,경기도 시흥시 미산동,37.402387,126.790809,37.402971,126.790653,5
하중2육교,일반국도39호선,경기도,시흥시,41390,경기도 시흥시 하중동,37.391982,126.802468,37.392168,126.80235,5
하중교,시도,경기도,시흥시,41390,경기도 시흥시 매화동,0,0,0,0,5
연성교,지방도330호선,경기도,시흥시,41390,경기도 시흥시 하중동,37.394967,126.79925,37.394805,126.799478,5.3
갯골IC교,시도,경기도,시흥시,41390,경기도 시흥시 장곡동,37.387212,126.780021,37.387281,126.780263,7.9
장현천교,시도,경기도,시흥시,41390,경기도 시흥시 장곡동,37.39475,126.790264,37.395039,126.790455,5.7
오이고가교,일반국도77호선,경기도,시흥시,41390,경기도 시흥시 정왕동,37.335225,126.693651,37.33439,126.691392,8.1
신천교,시도,경기도,시흥시,41390,경기도 시흥시 방산동,37.415272,126.756804,37.416864,126.753399,6.5
방산교,시도,경기도,시흥시,41390,경기도 시흥시 방산동,37.413552,126.760622,37.413745,126.760198,8.8
새터교,시도,경기도,시흥시,41390,경기도 시흥시 방산동,37.411276,126.765523,37.411401,126.765209,7.8
포동교,시도,경기도,시흥시,41390,경기도 시흥시 포동,37.407169,126.774727,37.408232,126.77207,7.1
학미교,시도,경기도,시흥시,41390,경기도 시흥시 포동,37.40517,126.784944,37.405127,126.78356,7.4
포리교,시도,경기도,시흥시,41390,경기도 시흥시 하중동,37.405237,126.787202,37.405218,126.786468,7.5
하중교,시도,경기도,시흥시,41390,경기도 시흥시 하중동,37.405364,126.792731,37.405309,126.789738,8.5
하중교R-C,시도,경기도,시흥시,41390,경기도 시흥시 매화동,37.405526,126.792849,37.405514,126.791087,8.5
하중교R-D,시도,경기도,시흥시,41390,경기도 시흥시 하중동,37.405247,126.792833,37.40522,126.790489,8.5
관곡교,일반국도39호선,경기도,시흥시,41390,경기도 시흥시 하중동,37.39923,126.793854,37.401042,126.791771,7.5
연성육교,시도,경기도,시흥시,41390,경기도 시흥시 하중동,37.402403,126.794664,37.402651,126.794924,8.3
연성교,시도,경기도,시흥시,41390,경기도 시흥시 하중동,37.404352,126.796551,37.406039,126.797371,8.8
매화육교,시도,경기도,시흥시,41390,경기도 시흥시 매화동,37.414534,126.804826,37.414832,126.804882,8.4
매화교,시도,경기도,시흥시,41390,경기도 시흥시 매화동,37.416332,126.805036,37.416706,126.805038,8.4
안현1교,시도,경기도,시흥시,41390,경기도 시흥시 안현동,37.421154,126.805507,37.421478,126.805542,8.4
안현2교,시도,경기도,시흥시,41390,경기도 시흥시 안현동,37.423519,126.805746,37.423821,126.805771,8.4
안현육교,시도,경기도,시흥시,41390,경기도 시흥시 안현동,37.434703,126.80718,37.435974,126.807742,4.9
안현3교,시도,경기도,시흥시,41390,경기도 시흥시 안현동,37.437931,126.808613,37.438213,126.808731,8.8
계수육교,시도,경기도,시흥시,41390,경기도 시흥시 계수동,37.449671,126.811261,37.450417,126.810321,4.7
계수1교,시도,경기도,시흥시,41390,경기도 시흥시 계수동,37.442779,126.810225,37.443085,126.810363,5.9
계수2교,시도,경기도,시흥시,41390,경기도 시흥시 계수동,37.445982,126.81168,37.446651,126.811995,4.7
대야육교,시도,경기도,시흥시,41390,경기도 시흥시 계수동,37.458668,126.803067,37.459937,126.802397,7.3
옥구12교,지방도301호선,경기도,시흥시,41390,경기도 시흥시 정왕동,37.320599,126.693657,37.320357,126.694115,2.5
군포교,일반국도47호선,경기도,군포시,41410,경기도 군포시 금정동,37.367325,126.950241,37.367526,126.950557,5
갈치교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.329789,126.907344,37.329837,126.907394,5.2
갈티교,시도,경기도,군포시,41410,경기도 군포시 대야미동,37.336159,126.922228,37.336164,126.922592,10.2
(구)군포교,시도,경기도,안양시 동안구,41173,경기도 안양시 동안구 호계동,37.36595,126.953654,37.366279,126.953868,5.6
금정1교,시도,경기도,군포시,41410,경기도 군포시 금정동,37.365909,126.947321,37.365963,126.947451,3.2
금정2교,시도,경기도,군포시,41410,경기도 군포시 금정동,37.367706,126.946676,37.367772,126.946811,3.6
금정3교,시도,경기도,군포시,41410,경기도 군포시 금정동,37.36938,126.94659,37.369479,126.946483,6.7
금정IC1교,시도,경기도,군포시,41410,경기도 군포시 금정동,37.364148,126.945311,37.366676,126.949029,4.7
금정IC2교,시도,경기도,군포시,41410,경기도 군포시 금정동,37.366659,126.949046,37.364527,126.946096,4.7
금정IC3교,시도,경기도,군포시,41410,경기도 군포시 금정동,37.366646,126.949046,37.364689,126.945817,4.7
금호교,시도,경기도,군포시,41410,경기도 군포시 금정동,37.370777,126.946778,37.37105,126.947309,6.4
당정고가교,시도,경기도,군포시,41410,경기도 군포시 당동,37.350665,126.948124,37.350661,126.94925,10
대감교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.325818,126.907585,37.325841,126.908048,4.5
둔대2교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.32484,126.89108,37.324613,126.89143,3.8
둔대교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.324867,126.891072,37.324633,126.891427,3.4
마벨교,시도,경기도,군포시,41410,경기도 군포시 당정동,37.363424,126.956017,37.363654,126.956483,4.3
보령교,시도,경기도,군포시,41410,경기도 군포시 금정동,37.373202,126.945516,37.373323,126.945884,6
산본2교,시도,경기도,군포시,41410,경기도 군포시 산본동,37.373011,126.943594,37.373256,126.943484,7.2
산본고가교,시도,경기도,군포시,41410,경기도 군포시 산본동,37.375356,126.939498,37.379039,126.939927,10
산본교,시도,경기도,군포시,41410,경기도 군포시 산본동,37.372598,126.942741,37.372832,126.942644,6.8
삼천교,시도,경기도,군포시,41410,경기도 군포시 대야미동,37.318139,126.912955,37.318239,126.912971,2.2
속달2교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.335491,126.907537,37.335466,126.907638,5
속달1교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.337167,126.909044,37.337218,126.90902,2
안골교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.323764,126.898824,37.32373,126.899098,5.2
애자교,시도,경기도,군포시,41410,경기도 군포시 당정동,37.356323,126.960026,37.35662,126.960494,3.6
죽암교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.326444,126.912524,37.326309,126.913015,4.2
호금교,시도,경기도,군포시,41410,경기도 군포시 금정동,37.368734,126.948617,37.36898,126.949004,6
금정고가교,일반국도47호선,경기도,군포시,41410,경기도 군포시 금정동,37.36376,126.947003,37.36665,126.949041,6
둔대1교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.328259,126.889287,37.328423,126.889391,2
둔대3교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.326736,126.907797,37.326757,126.907861,2
둔대4교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.323835,126.905144,37.324149,126.905259,2.5
속달3교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.328011,126.907164,37.328137,126.907177,2.5
군포고가교,시도,경기도,군포시,41410,경기도 군포시 당동,37.354703,126.94998,37.352955,126.953059,5
대야미제3새마을교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.326439,126.911871,37.32655,126.911697,3
속달4교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.32898,126.90722,37.329063,126.90722,2
송정1-1교,시도,경기도,군포시,41410,경기도 군포시 도마교동,37.305728,126.91557,37.305701,126.915634,2
부곡천교,시도,경기도,군포시,41410,경기도 군포시 부곡동,37.322449,126.930906,37.322534,126.931124,3.5
부곡천1교,시도,경기도,군포시,41410,경기도 군포시 부곡동,37.32201,126.935544,37.322143,126.935552,2.5
부곡천2교,시도,경기도,군포시,41410,경기도 군포시 부곡동,37.322521,126.934308,37.322611,126.9343,2.5
부곡천3교,시도,경기도,군포시,41410,경기도 군포시 부곡동,37.322438,126.932772,37.322534,126.932772,2.5
대야미교,시도,경기도,군포시,41410,경기도 군포시 대야미동,37.322882,126.912394,37.322724,126.912684,6
납닥골1교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.346426,126.897924,37.3464,126.897988,2.5
납닥골2교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.344955,126.897119,37.344972,126.897248,2.6
반월천1교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.343298,126.896598,37.343232,126.896711,2.5
반월천2교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.342268,126.895735,37.342217,126.89589,3.5
반월천3교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.341385,126.895312,37.341349,126.895441,2
반월천4교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.341093,126.895141,37.341054,126.895264,2
반월천5교,시도,경기도,군포시,41410,경기도 군포시 속달동,37.340589,126.894671,37.340521,126.894754,2
로산교,시도,경기도,군포시,41410,경기도 군포시 대야미동,37.332063,126.919367,37.33208,126.919517,2.8
응천교,시도,경기도,군포시,41410,경기도 군포시 대야미동,37.333667,126.920986,37.333778,126.920911,2
부곡천4교,시도,경기도,군포시,41410,경기도 군포시 부곡동,37.3245,126.928609,37.324471,126.928751,2.3
안골BOX교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.323624,126.898817,37.323596,126.899055,2.3
안골1교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.325409,126.898958,37.325448,126.899025,2
안골2교,시도,경기도,군포시,41410,경기도 군포시 둔대동,37.327988,126.900686,37.328022,126.900743,2.2
응천1교,시도,경기도,군포시,41410,경기도 군포시 대야미동,37.333207,126.920245,37.333251,126.920151,2.1
응천BOX교,시도,경기도,군포시,41410,경기도 군포시 대야미동,37.333972,126.92109,37.334015,126.921033,2
송정1-2교,시도,경기도,군포시,41410,경기도 군포시 도마교동,37.307271,126.916254,37.307288,126.916436,2
송정1-4교,시도,경기도,군포시,41410,경기도 군포시 도마교동,37.311952,126.922171,37.312013,126.922112,2.5
송정2-1교,시도,경기도,군포시,41410,경기도 군포시 도마교동,37.307576,126.92142,37.307497,126.921433,2.7
송정2-2교,시도,경기도,군포시,41410,경기도 군포시 도마교동,37.307695,126.923171,37.307608,126.923174,2.7
도장교(상),시도,경기도,군포시,41410,경기도 군포시 산본동,37.344671,126.924786,37.345458,126.924848,15
도장교(하),시도,경기도,군포시,41410,경기도 군포시 산본동,37.345637,126.92459,37.344831,126.924456,15
의왕2교,시도,경기도,의왕시,41430,경기도 의왕시 고천동,0,0,0,0,5
고천2교,시도,경기도,의왕시,41430,경기도 의왕시 고천동,37.346144,126.973967,37.346218,126.974192,3
고천3교,시도,경기도,의왕시,41430,경기도 의왕시 고천동,37.34463,126.974871,37.344728,126.975088,3
고천4교,시도,경기도,의왕시,41430,경기도 의왕시 오전동,0,0,0,0,4
광명교,시도,경기도,의왕시,41430,경기도 의왕시 오전동,0,0,0,0,3
안골교,시도,경기도,의왕시,41430,경기도 의왕시 오전동,0,0,0,0,3.5
옻우물교,시도,경기도,의왕시,41430,경기도 의왕시 오전동,0,0,0,0,4
월암교,시도,경기도,의왕시,41430,경기도 의왕시 월암동,0,0,0,0,7
청계교,국가지원지방도57호선,경기도,의왕시,41430,경기도 의왕시 청계동,0,0,0,0,5
포일교,시도,경기도,의왕시,41430,경기도 의왕시 내손동,0,0,0,0,6
학의교,시도,경기도,의왕시,41430,경기도 의왕시 청계동,0,0,0,0,4
학의천교,시도,경기도,의왕시,41430,경기도 의왕시 포일동,0,0,0,0,4
학현1교,국가지원지방도57호선,경기도,의왕시,41430,경기도 의왕시 청계동,0,0,0,0,3
학현2교,국가지원지방도57호선,경기도,의왕시,41430,경기도 의왕시 청계동,0,0,0,0,3
학현3교,국가지원지방도57호선,경기도,의왕시,41430,경기도 의왕시 청계동,0,0,0,0,3
신청계육교,국가지원지방도57호선,경기도,의왕시,41430,경기도 의왕시 청계동,37.393054,127.030307,37.393502,127.029675,6
왕송고가교,시도,경기도,의왕시,41430,경기도 의왕시 삼동,0,0,0,0,20
왕송교,시도,경기도,의왕시,41430,경기도 의왕시 삼동,0,0,0,0,20
과선교,시도,경기도,의왕시,41430,경기도 의왕시 이동,0,0,0,0,50
청계육교,국가지원지방도57호선,경기도,의왕시,41430,경기도 의왕시 청계동,0,0,0,0,6
왕림교,시도,경기도,의왕시,41430,경기도 의왕시 왕곡동,0,0,0,0,3
새능교,시도,경기도,의왕시,41430,경기도 의왕시 왕곡동,0,0,0,0,3
서현교,시도,경기도,의왕시,41430,경기도 의왕시 왕곡동,0,0,0,0,3
텃골교,시도,경기도,의왕시,41430,경기도 의왕시 왕곡동,0,0,0,0,3
녹음교,시도,경기도,의왕시,41430,경기도 의왕시 왕곡동,0,0,0,0,3
원터1교,국가지원지방도57호선,경기도,의왕시,41430,경기도 의왕시 학의동,0,0,0,0,3
원터2교,국가지원지방도57호선,경기도,의왕시,41430,경기도 의왕시 학의동,0,0,0,0,3
학현4교,시도,경기도,의왕시,41430,경기도 의왕시 학의동,0,0,0,0,3
학현5교,시도,경기도,의왕시,41430,경기도 의왕시 학의동,0,0,0,0,3
학현6교,시도,경기도,의왕시,41430,경기도 의왕시 학의동,0,0,0,0,3
학현내린교,시도,경기도,의왕시,41430,경기도 의왕시 학의동,0,0,0,0,3
초평교,시도,경기도,의왕시,41430,경기도 의왕시 초평동,0,0,0,0,3
초평2교,시도,경기도,의왕시,41430,경기도 의왕시 초평동,0,0,0,0,3
내손1교,시도,경기도,의왕시,41430,경기도 의왕시 내손동,0,0,0,0,3
내손2교,시도,경기도,의왕시,41430,경기도 의왕시 내손동,0,0,0,0,3
양지천1교,시도,경기도,의왕시,41430,경기도 의왕시 포일동,0,0,0,0,3
양지천2교,시도,경기도,의왕시,41430,경기도 의왕시 포일동,0,0,0,0,3
양지천4교,시도,경기도,의왕시,41430,경기도 의왕시 포일동,0,0,0,0,3
양지천3교,군도,경기도,의왕시,41430,경기도 의왕시 포일동,0,0,0,0,3
금천1교,시도,경기도,의왕시,41430,경기도 의왕시 삼동,0,0,0,0,3
배알미대교,일반국도45호선,경기도,하남시,41450,경기도 하남시 배알미동,37.531193,127.263865,37.526105,127.275194,30
두창교,지방도318호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 원삼면 두창리,37.155041,127.346345,37.155129,127.346576,2
신촌교,지방도314호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 남사면 진목리,37.100237,127.139513,37.099937,127.139735,3
수포교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 포곡읍 둔전리,37.265072,127.213175,37.267625,127.213368,5.4
용인육교,일반국도42호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 김량장동,0,0,0,0,6
용인교,일반국도42호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 마평동,0,0,0,0,4.3
금학교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 김량장동,0,0,0,0,5
유방교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 유방동,37.25613,127.212421,37.256288,127.212416,3
남리교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 남동,37.216463,127.207227,37.218056,127.208782,18.2
남리램프E교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 남동,37.216902,127.207245,37.217105,127.207347,8.4
남리육교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 남동,37.219211,127.210628,37.219367,127.210902,7
기선교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 남동,37.223618,127.219012,37.224917,127.224119,30.4
기선IC교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 운학동,37.222472,127.223579,37.222638,127.223867,6.8
(신)왕산교,시도,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 왕산리,37.337269,127.247494,37.336989,127.249122,8
고림교,국가지원지방도98호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 고림동,0,0,0,0,4
고진교,국가지원지방도98호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 고림동,0,0,0,0,7
금어교,시도,경기도,용인시 처인구,41461,경기도 용인시 처인구 포곡읍 금어리,0,0,0,0,3
대대2교,시도,경기도,용인시 처인구,41461,경기도 용인시 처인구 양지면 대대리,0,0,0,0,4
두평교,시도,경기도,용인시 처인구,41461,경기도 용인시 처인구 백암면 가창리,0,0,0,0,2.7
마평교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 김량장동,37.23547,127.209519,37.235433,127.210105,7
미평2교,시도,경기도,용인시 처인구,41461,경기도 용인시 처인구 원삼면 좌항리,0,0,0,0,6
사암교,시도,경기도,용인시 처인구,41461,경기도 용인시 처인구 원삼면 사암리,0,0,0,0,3
석화지교,지방도318호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 원삼면 문촌리,0,0,0,0,2
어현교,시도,경기도,용인시 처인구,41461,경기도 용인시 처인구 원삼면 죽능리,0,0,0,0,6
영마교,시도,경기도,용인시 처인구,41461,경기도 용인시 처인구 포곡읍 영문리,0,0,0,0,4
