교량명,도로노선명,시도명,시군구명,시군구코드,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량높이
진위교,일반국도1호선,경기도,평택시,41220,경기도 평택시 진위면 견산리,37.100899,127.064133,37.101935,127.063864,4.6
풍계교,일반국도3호선,경기도,이천시,41500,경기도 이천시 장호원읍 선읍리,37.133443,127.602141,37.13371,127.601766,4.5
태평교,일반국도3호선,경기도,여주시,41670,경기도 여주시 가남읍 태평리,37.200325,127.545522,37.200578,127.545179,3
장평교,일반국도3호선,경기도,이천시,41500,경기도 이천시 대월면 장평리,37.225055,127.524158,37.225717,127.523299,4
풍계교,일반국도37호선,경기도,이천시,41500,경기도 이천시 장호원읍 풍계리,37.149231,127.626386,37.148733,127.626393,7
덕평교,일반국도37호선,경기도,여주시,41670,경기도 여주시 점동면 덕평리,37.169174,127.651686,37.169362,127.651992,4
궁안교(상),일반국도38호선,경기도,평택시,41220,경기도 평택시 오성면 안화리,37.016898,127.0135,37.017447,127.01814,5.5
안양교,일반국도38호선,경기도,안성시,41550,경기도 안성시 공도읍 양기리,37.00924,127.21061,37.009015,127.211938,6.2
보개교,일반국도38호선,경기도,안성시,41550,경기도 안성시 보개면 동신리,37.012182,127.298276,37.012244,127.299035,3.1
고촌육교,일반국도39호선,경기도,김포시,41570,경기도 김포시 고촌읍 전호리,37.587136,126.792184,37.58732,126.792687,5.1
신원교,일반국도42호선,경기도,이천시,41500,경기도 이천시 부발읍 신원리,37.291282,127.50988,37.291459,127.510577,5.4
길천교,일반국도42호선,경기도,여주시,41670,경기도 여주시 능서면 신지리,37.299263,127.560079,37.299209,127.562075,9.1
번천2교,일반국도43호선,경기도,광주시,41610,경기도 광주시 남한산성면 광지원리,37.453328,127.25239,37.45475,127.252398,6
번천1교,일반국도45호선,경기도,광주시,41610,경기도 광주시 남한산성면 상번천리,37.449014,127.260161,37.449605,127.260576,4.8
신곡교,일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 신곡리,37.599955,126.771568,37.599771,126.771829,4.6
매상교,일반국도38호선,경기도,평택시,41220,경기도 평택시 포승읍 신영리,36.936816,126.891598,36.936666,126.891871,2.5
궁안교(하),일반국도38호선,경기도,평택시,41220,경기도 평택시 오성면 안화리,37.01753,127.018339,37.016908,127.013439,10
신대교,일반국도38호선,경기도,평택시,41220,경기도 평택시 고덕면 동고리,37.004183,127.052591,37.000017,127.059734,7
숙성라멘교,일반국도38호선,경기도,평택시,41220,경기도 평택시 오성면 죽리,37.00648,126.979678,37.006435,126.979849,5.9
숙성교,일반국도38호선,경기도,평택시,41220,경기도 평택시 오성면 안화리,37.01066,126.991691,37.010786,126.992034,6.3
양복육교,일반국도38호선,경기도,안성시,41550,경기도 안성시 보개면 내방리,37.015933,127.317516,37.015941,127.317631,5.1
마전1교,일반국도38호선,경기도,안성시,41550,경기도 안성시 삼죽면 마전리,37.031917,127.35144,37.032152,127.351739,6.3
마전2교,일반국도38호선,경기도,안성시,41550,경기도 안성시 삼죽면 미장리,37.033474,127.35279,37.033676,127.352915,3.9
두현육교,일반국도38호선,경기도,안성시,41550,경기도 안성시 죽산면 두현리,37.072621,127.400952,37.072552,127.401297,5.1
중마교,일반국도38호선,경기도,안성시,41550,경기도 안성시 죽산면 두현리,37.07148,127.407282,37.071441,127.407451,5.6
죽산육교,일반국도38호선,경기도,안성시,41550,경기도 안성시 죽산면 장원리,37.070162,127.413831,37.070279,127.413283,6.1
두원육교,일반국도38호선,경기도,안성시,41550,경기도 안성시 죽산면 장원리,37.069891,127.419705,37.069951,127.419843,5.3
장원육교,일반국도38호선,경기도,안성시,41550,경기도 안성시 죽산면 장원리,37.073244,127.427609,37.073341,127.427705,5.2
장원교,일반국도38호선,경기도,안성시,41550,경기도 안성시 죽산면 죽산리,37.074367,127.428605,37.075162,127.429194,7.2
현곡교,일반국도39호선,경기도,평택시,41220,경기도 평택시 청북읍 현곡리,37.040297,126.934932,37.040468,126.934859,4.9
풍무교,일반국도39호선,경기도,화성시,41590,경기도 화성시 향남읍 상신리,37.098657,126.902665,37.098779,126.902555,6.6
발안교,일반국도43호선,경기도,화성시,41590,경기도 화성시 향남읍 장짐리,37.134969,126.91144,37.135202,126.911504,5.9
송문1교,일반국도42호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 양지면 남곡리,37.225113,127.262715,37.225074,127.263649,4.5
송문2교,일반국도42호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 양지면 남곡리,37.225011,127.265057,37.225009,127.265913,4.7
송문3교,일반국도42호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 양지면 양지리,37.226715,127.26999,37.226835,127.270189,4.5
양지1교,일반국도42호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 양지면 남곡리,37.227942,127.272003,37.228326,127.272628,4.5
양지2교,일반국도42호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 양지면 양지리,37.232453,127.28031,37.2325,127.280589,5
추계1교,일반국도42호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 양지면 추계리,37.255193,127.330032,37.255039,127.331824,8
추계2교,일반국도42호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 양지면 추계리,37.254755,127.33493,37.254597,127.336786,6
오천교,일반국도42호선,경기도,이천시,41500,경기도 이천시 마장면 오천리,37.254881,127.357189,37.254767,127.357977,5
유덕교,일반국도43호선,경기도,화성시,41590,경기도 화성시 봉담읍 덕리,37.173678,126.936618,37.173946,126.936594,4.5
둔전육교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 포곡읍 둔전리,37.269407,127.213529,37.269584,127.213543,5
삼계교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 포곡읍 둔전리,37.278456,127.224528,37.278519,127.22499,5
포곡육교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 포곡읍 삼계리,37.285068,127.232816,37.285222,127.232937,5
초현교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 포곡읍 삼계리,37.302904,127.235062,37.303116,127.235119,2
초부교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 초부리,37.312474,127.240716,37.312653,127.240764,7
왕산소교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 왕산리,37.337673,127.24978,37.337884,127.24982,2.3
매산교,일반국도45호선,경기도,광주시,41610,경기도 광주시 오포읍 매산리,37.355416,127.246295,37.355683,127.246314,2.3
양벌육교,일반국도45호선,경기도,광주시,41610,경기도 광주시 오포읍 양벌리,37.37036,127.244878,37.370727,127.244912,5
양벌대교,일반국도45호선,경기도,광주시,41610,경기도 광주시 오포읍 고산리,37.373321,127.244392,37.375097,127.243486,6.3
고산육교,일반국도45호선,경기도,광주시,41610,경기도 광주시 오포읍 고산리,37.377908,127.241726,37.378564,127.240937,5
군하교,일반국도48호선,경기도,김포시,41570,경기도 김포시 월곶면 군하리,37.713874,126.54484,37.713365,126.545538,5
오리교,일반국도48호선,경기도,김포시,41570,경기도 김포시 월곶면 갈산리,37.706418,126.561331,37.706214,126.561835,7
평택호대교,일반국도38호선,경기도,평택시,41220,경기도 평택시 현덕면 권관리,36.910759,126.908809,36.91552,126.910182,6.5
현덕IC교,일반국도39호선,경기도,평택시,41220,경기도 평택시 현덕면 권관리,36.917497,126.910788,36.917744,126.910898,5.9
현덕교,일반국도39호선,경기도,평택시,41220,경기도 평택시 현덕면 인광리,36.953092,126.915695,36.953419,126.916113,5
안중고가차도,일반국도39호선,경기도,평택시,41220,경기도 평택시 안중읍 안중리,36.987967,126.938319,36.993366,126.938362,5.5
신원육교,일반국도42호선,경기도,이천시,41500,경기도 이천시 부발읍 신원리,37.289793,127.500555,37.289815,127.500869,5.6
백록육교,일반국도42호선,경기도,이천시,41500,경기도 이천시 부발읍 고백리,37.295042,127.541362,37.295092,127.541606,5
능서육교,일반국도42호선,경기도,여주시,41670,경기도 여주시 능서면 번도리,37.301329,127.573042,37.301289,127.573345,5
신궁1육교,일반국도38호선,경기도,평택시,41220,경기도 평택시 팽성읍 신궁리,36.979765,127.072796,36.979652,127.07323,9.4
신궁2육교,일반국도38호선,경기도,평택시,41220,경기도 평택시 팽성읍 신궁리,36.978607,127.077545,36.978506,127.07798,7
평궁교,일반국도38호선,경기도,평택시,41220,경기도 평택시 팽성읍 평궁리,36.977609,127.081367,36.977527,127.081689,9.6
안성천2교,일반국도38호선,경기도,평택시,41220,경기도 평택시 군문동,36.976284,127.090594,36.980175,127.099906,10
월정육교,일반국도38호선,경기도,안성시,41550,경기도 안성시 일죽면 송천리,37.08782,127.465346,37.08785,127.465496,5
청미교(상),일반국도38호선,경기도,안성시,41550,경기도 안성시 일죽면 송천리,37.094972,127.475273,37.0962,127.477121,4.2
청미교(하),일반국도38호선,경기도,안성시,41550,경기도 안성시 일죽면 송천리,37.094968,127.475268,37.096194,127.477121,4.2
행죽교,일반국도38호선,경기도,이천시,41500,경기도 이천시 설성면 행죽리,37.102592,127.519308,37.10268,127.519611,5.2
행죽육교,일반국도38호선,경기도,이천시,41500,경기도 이천시 설성면 행죽리,37.106566,127.534232,37.106577,127.534465,5.3
제요교,일반국도38호선,경기도,이천시,41500,경기도 이천시 설성면 제요리,37.111509,127.552918,37.111473,127.553782,4.6
제요1교,일반국도38호선,경기도,이천시,41500,경기도 이천시 설성면 제요리,37.110955,127.556468,37.110887,127.556745,8.7
대서육교,일반국도38호선,경기도,이천시,41500,경기도 이천시 장호원읍 대서리,37.108947,127.565709,37.108932,127.565915,7.9
계양천교,일반국도48호선,경기도,김포시,41570,경기도 김포시 사우동,37.609494,126.74017,37.609348,126.740502,4.6
후포교,일반국도37호선,경기도,여주시,41670,경기도 여주시 대신면 후포리,37.350688,127.602253,37.350963,127.601577,3.5
초현교,일반국도37호선,경기도,여주시,41670,경기도 여주시 대신면 율촌리,37.36936,127.584194,37.37002,127.583539,7
이호대교,일반국도42호선,경기도,여주시,41670,경기도 여주시 강천면 이호리,37.283658,127.674422,37.283641,127.684646,7
이호육교,일반국도42호선,경기도,여주시,41670,경기도 여주시 강천면 이호리,37.283316,127.690969,37.283289,127.691293,7
강천육교,일반국도42호선,경기도,여주시,41670,경기도 여주시 강천면 이호리,37.283005,127.694753,37.282979,127.69515,10
간매육교,일반국도42호선,경기도,여주시,41670,경기도 여주시 강천면 간매리,37.274035,127.711277,37.273947,127.711709,10
부평교,일반국도42호선,경기도,여주시,41670,경기도 여주시 강천면 부평리,37.273802,127.743269,37.273793,127.743604,6
한평교,일반국도17호선,경기도,안성시,41550,경기도 안성시 일죽면 고은리,37.106555,127.433259,37.107595,127.432782,6.1
방초교,일반국도17호선,경기도,안성시,41550,경기도 안성시 일죽면 방초리,37.111533,127.429893,37.111849,127.429652,7
고안육교,일반국도17호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 백암면 고안리,37.133822,127.404286,37.13392,127.404157,7
백봉교,일반국도17호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 백암면 백봉리,37.135071,127.402497,37.13521,127.40228,7.3
원대교,일반국도17호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 백암면 박곡리,37.155549,127.384865,37.155911,127.384686,9
백암교,일반국도17호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 백암면 백암리,37.167768,127.378963,37.168093,127.378717,5.8
근곡교,일반국도17호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 백암면 근곡리,37.170216,127.364223,37.170229,127.363933,8.2
두창육교,일반국도17호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 원삼면 가재월리,37.176113,127.340778,37.176469,127.340402,6.4
능교,일반국도17호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 원삼면 맹리,37.185987,127.330272,37.186126,127.330124,6.2
희곡육교,일반국도38호선,경기도,평택시,41220,경기도 평택시 포승읍 희곡리,36.971234,126.870734,36.971461,126.871233,6.3
양지고가차도,일반국도42호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 양지면 양지리,37.234072,127.296139,37.235302,127.29821,7.2
석근육교,일반국도45호선,경기도,평택시,41220,경기도 평택시 팽성읍 석근리,36.936761,127.045028,36.936989,127.045063,5.6
추팔육교,일반국도45호선,경기도,평택시,41220,경기도 평택시 팽성읍 추팔리,36.966954,127.071085,36.967151,127.071229,5.7
내리고가차도,일반국도38호선,경기도,안성시,41550,경기도 안성시 대덕면 신령리,37.012191,127.224813,37.013819,127.228847,10
오산육교,일반국도43호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 오산리,37.330901,127.148311,37.330893,127.148453,5
양촌교,일반국도43호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 오산리,37.330161,127.155365,37.330191,127.155714,7.3
능원교,일반국도43호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 능원리,37.338796,127.171456,37.339159,127.173092,9.3
능원육교,일반국도43호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 능원리,37.339463,127.176394,37.33948,127.176732,8.5
동림육교,일반국도43호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 동림리,37.340126,127.191157,37.340181,127.191712,8.1
문형교,일반국도43호선,경기도,광주시,41610,경기도 광주시 오포읍 문형리,37.341953,127.198048,37.342446,127.199271,20
문형2교,일반국도43호선,경기도,광주시,41610,경기도 광주시 오포읍 문형리,37.347343,127.209728,37.347912,127.210876,13.2
문형육교,일반국도43호선,경기도,광주시,41610,경기도 광주시 오포읍 문형리,37.34867,127.212386,37.348819,127.212707,6.8
추자육교,일반국도43호선,경기도,광주시,41610,경기도 광주시 오포읍 추자리,37.362241,127.229666,37.362669,127.229894,7.8
오포육교,일반국도43호선,경기도,광주시,41610,경기도 광주시 오포읍 고산리,37.370704,127.23404,37.37113,127.234276,6.9
진암교,일반국도3호선,경기도,이천시,41500,경기도 이천시 장호원읍 진암리,37.105885,127.613184,37.106215,127.612851,4.7
진암1교,일반국도3호선,경기도,이천시,41500,경기도 이천시 장호원읍 진암리,37.114664,127.605492,37.115055,127.605384,7.7
진암2교,일반국도3호선,경기도,이천시,41500,경기도 이천시 장호원읍 진암리,37.116048,127.605194,37.116349,127.605159,5.6
진암3교,일반국도3호선,경기도,이천시,41500,경기도 이천시 장호원읍 진암리,37.115467,127.606889,37.114598,127.607135,7.1
제암육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 향남읍 상신리,37.117477,126.900494,37.117926,126.900446,7.9
발안교,일반국도39호선,경기도,화성시,41590,경기도 화성시 향남읍 제암리,37.124115,126.898918,37.125828,126.898398,4.5
제암1육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 향남읍 발안리,37.128009,126.897751,37.128272,126.897662,6.8
발안1육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 향남읍 발안리,37.133418,126.895848,37.133647,126.895754,6.9
지월육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 팔탄면 지월리,37.143457,126.892568,37.143727,126.89249,6.4
구장육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 팔탄면 구장리,37.154231,126.891905,37.154502,126.891851,6.2
팔탄육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 팔탄면 구장리,37.169333,126.890498,37.169688,126.890359,8.1
자안교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 자안리,37.194605,126.879201,37.194964,126.879112,8
자안1육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 자안리,37.197673,126.878777,37.197957,126.878756,9
자안2육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 자안리,37.200035,126.878684,37.200435,126.878673,7.7
양노육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 양노리,37.216463,126.872888,37.216595,126.872888,7.8
양노1육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 양노리,37.223317,126.875712,37.223531,126.875835,7.6
양노2육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 양노리,37.226713,126.877398,37.226845,126.877457,7.4
쌍학1육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 쌍학리,37.243679,126.890021,37.243997,126.890249,5.1
쌍학1교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 쌍학리,37.244267,126.890433,37.244545,126.890615,7
쌍학2교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 쌍학리,37.244389,126.890336,37.244626,126.8905,4
쌍학2육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 쌍학리,37.246503,126.891943,37.247543,126.892685,5.3
쌍학3육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 비봉면 구포리,37.248452,126.893294,37.24885,126.893576,4.5
숙곡교,일반국도39호선,경기도,화성시,41590,경기도 화성시 매송면 야목리,37.25114,126.895273,37.251693,126.895764,8.5
야목육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 매송면 야목리,37.253836,126.898001,37.254449,126.898658,5.9
율암육교,일반국도39호선,경기도,화성시,41590,경기도 화성시 팔탄면 율암리,37.155364,126.891721,37.155848,126.891614,9.1
향산교,일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 향산리,37.619238,126.740559,37.619106,126.740677,4.8
태리IC육교(상),일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 풍곡리,37.610553,126.741227,37.610236,126.741393,4.8
태리IC육교(하),일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 풍곡리,37.610519,126.741082,37.610184,126.741235,4.8
태리IC램프A교,일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 풍곡리,37.610344,126.740132,37.610365,126.740593,5.9
태리IC램프D교,일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 풍곡리,37.610502,126.740092,37.610969,126.740704,8.5
장곡IC육교,일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 태리,37.60612,126.74756,37.606494,126.747753,10.5
천둥IC육교,일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 풍곡리,37.603792,126.762095,37.604259,126.762219,10.5
모산고가차도,일반국도38호선,경기도,안성시,41550,경기도 안성시 신모산동,37.020483,127.241802,37.021453,127.243246,7.2
오천교차1교,일반국도42호선,경기도,이천시,41500,경기도 이천시 마장면 회억리,37.254504,127.362648,37.254504,127.3629,5.9
오천교차2교,일반국도42호선,경기도,이천시,41500,경기도 이천시 마장면 회억리,37.254634,127.362631,37.254656,127.362883,5.9
이치1교,일반국도42호선,경기도,이천시,41500,경기도 이천시 마장면 이치리,37.254525,127.380106,37.254444,127.381055,10.5
이치2교,일반국도42호선,경기도,이천시,41500,경기도 이천시 마장면 이치리,37.254136,127.385012,37.254119,127.385535,7.1
도드람교차교,일반국도42호선,경기도,이천시,41500,경기도 이천시 마장면 표교리,37.254287,127.389867,37.254344,127.390342,7.3
설서교,일반국도42호선,경기도,이천시,41500,경기도 이천시 마장면 표교리,37.25565,127.402315,37.255605,127.402624,4.8
유산교차교,일반국도42호선,경기도,이천시,41500,경기도 이천시 호법면 유산리,37.245482,127.44,37.245614,127.440328,6.8
유산1교,일반국도42호선,경기도,이천시,41500,경기도 이천시 호법면 유산리,37.248507,127.445159,37.248752,127.445505,7.3
유산2교,일반국도42호선,경기도,이천시,41500,경기도 이천시 장록동,37.249784,127.446942,37.251261,127.449034,6
복하IC교,일반국도42호선,경기도,이천시,41500,경기도 이천시 부발읍 신하리,37.265618,127.462287,37.266523,127.463016,7.2
장서육교,일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 난실리,37.107406,127.218519,37.108311,127.218481,7.2
이동교(상),일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 난실리,37.109895,127.2181,37.110849,127.217413,6.7
이동교(하),일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 난실리,37.109846,127.217919,37.110768,127.217249,6.7
묘봉교(상),일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 묘봉리,37.122334,127.213502,37.12402,127.213575,10
묘봉교(하),일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 묘봉리,37.122366,127.21339,37.12403,127.213473,10
묘봉육교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 묘봉리,37.1267,127.213325,37.126967,127.213309,10
요덕교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 송전리,37.135722,127.210594,37.136724,127.209438,24.3
송전1교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 화산리,37.143455,127.201285,37.143908,127.201097,13.6
송전육교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 송전리,37.145071,127.200929,37.145877,127.201039,14.3
비룡1교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 시미리,37.15324,127.204837,37.153423,127.204899,10
비룡2교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 시미리,37.154595,127.205333,37.155634,127.205717,12.7
시미육교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 시미리,37.16058,127.206492,37.161392,127.20641,7
원덕성교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 덕성리,37.166743,127.205245,37.166921,127.205196,10
덕성1교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 덕성리,37.174459,127.203536,37.175517,127.203303,10
덕성육교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 덕성리,37.178724,127.202845,37.179532,127.202757,14.8
덕성2교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 천리,37.182636,127.202397,37.186219,127.20159,28.6
원천육교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 천리,37.19476,127.199678,37.197123,127.200375,24.7
원천교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 천리,37.195769,127.199617,37.196149,127.199668,8.1
원촌교,일반국도45호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 천리,37.204686,127.202758,37.206513,127.203391,21.2
개월3교,일반국도43호선,경기도,화성시,41590,경기도 화성시 양감면 대양리,37.088565,126.942286,37.088678,126.942275,2.3
청용교,일반국도45호선,경기도,안성시,41550,경기도 안성시 원곡면 외가천리,37.033162,127.138817,37.034092,127.141569,16.2
칠곡교,일반국도45호선,경기도,안성시,41550,경기도 안성시 원곡면 칠곡리,37.041575,127.15439,37.043474,127.156215,21.3
동항교,일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 동항리,37.070489,127.19048,37.070848,127.195308,23.6
양성교(상),일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 석화리,37.071236,127.200949,37.071465,127.203776,10.8
양성교(하),일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 석화리,37.071357,127.200876,37.071575,127.203698,10.7
도곡2교,일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 이현리,37.086113,127.209803,37.087187,127.209805,9.6
고덕교,일반국도45호선,경기도,평택시,41220,경기도 평택시 고덕면 동고리,37.009423,127.043447,37.009836,127.043817,5
궁논교,일반국도45호선,경기도,평택시,41220,경기도 평택시 고덕면 동고리,37.013112,127.046694,37.01332,127.046881,11.8
방축교,일반국도45호선,경기도,평택시,41220,경기도 평택시 고덕면 방축리,37.014508,127.047887,37.014789,127.048174,5
칠곡1교,일반국도45호선,경기도,안성시,41550,경기도 안성시 원곡면 칠곡리,37.053099,127.163763,37.053258,127.163843,9.7
양성1교,일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 조일리,37.072208,127.207382,37.072405,127.207854,7.5
도곡교(상),일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 도곡리,37.073242,127.209207,37.073719,127.209733,7.1
도곡교(하),일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 도곡리,37.073304,127.209199,37.073789,127.209703,7.1
도곡1교,일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 도곡리,37.078407,127.210888,37.078681,127.210853,7.2
이현교,일반국도45호선,경기도,안성시,41550,경기도 안성시 양성면 이현리,37.090064,127.210807,37.09022,127.210922,10.9
구장1교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 구장리,37.156974,126.909774,37.156649,126.911115,9
구장3교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 구장리,37.156589,126.897994,37.156998,126.899413,15
가재육교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 가재리,37.149031,126.921867,37.1488,126.922312,8
구장2교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 구장리,37.157556,126.901391,37.157783,126.902163,7
남양대교,일반국도77호선,경기도,화성시,41590,경기도 화성시 장안면 장안리,37.009571,126.817523,37.019217,126.8107,13.3
향산2교(상),일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 향산리,37.621575,126.738711,37.620012,126.74003,9.3
향산1교,일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 향산리,37.622907,126.737427,37.623122,126.737237,6.5
고촌교,일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 향산리,37.63163,126.728989,37.631413,126.729413,5.2
향산2교(하),일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 향산리,37.621438,126.73862,37.619875,126.73995,9.2
영릉육교,일반국도37호선,경기도,여주시,41670,경기도 여주시 능서면 왕대리,37.29644,127.615019,37.298343,127.612739,8.6
영릉2교(상),일반국도37호선,경기도,여주시,41670,경기도 여주시 능서면 왕대리,37.300044,127.616358,37.300562,127.61669,7.9
영릉2교(하),일반국도37호선,경기도,여주시,41670,경기도 여주시 능서면 왕대리,37.300029,127.616186,37.300532,127.616513,7.9
월송육교,일반국도37호선,경기도,여주시,41670,경기도 여주시 능서면 왕대리,37.288965,127.615321,37.289125,127.61593,8.4
영릉1교,일반국도37호선,경기도,여주시,41670,경기도 여주시 능서면 왕대리,37.299555,127.615965,37.299702,127.616053,5.9
영릉IC교,일반국도37호선,경기도,여주시,41670,경기도 여주시 능서면 왕대리,37.297536,127.614779,37.297775,127.614908,11
영릉3교,일반국도37호선,경기도,여주시,41670,경기도 여주시 능서면 왕대리,37.301304,127.617067,37.301545,127.617227,5.3
가산IC교,일반국도37호선,경기도,여주시,41670,경기도 여주시 대신면 가산리,37.344419,127.619112,37.344632,127.618819,11
가산교,일반국도37호선,경기도,여주시,41670,경기도 여주시 대신면 가산리,37.341758,127.621735,37.342353,127.62122,5
금의교,일반국도82호선,경기도,화성시,41590,경기도 화성시 우정읍 멱우리,37.108549,126.816827,37.10877,126.81702,4.5
석포1교,일반국도82호선,경기도,화성시,41590,경기도 화성시 장안면 석포리,37.123578,126.832362,37.123689,126.832566,5
석포2교,일반국도82호선,경기도,화성시,41590,경기도 화성시 장안면 석포리,37.125036,126.835146,37.125245,126.835602,5
석포3교,일반국도82호선,경기도,화성시,41590,경기도 화성시 장안면 석포리,37.125631,126.836583,37.125785,126.837063,7
서근교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 서근리,37.12853,126.850122,37.128603,126.850476,5.3
덕우1교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 덕우리,37.133514,126.856414,37.133648,126.85649,4.7
덕우2교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 덕우리,37.140685,126.861008,37.140913,126.861207,4.8
덕천교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 덕천리,37.1511,126.870429,37.151353,126.870831,4.5
동방대교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 노하리,37.144586,126.864174,37.148007,126.866502,10
